SCHOOL_YEAR,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,grad_rate
2018-19,Public school,No,5.0,Waupaca,2639,40.0,High School,Iola-Scandinavia,Iola-Scandinavia High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,45,0.9183673469387755
2018-19,Public school,No,3.0,Iowa,2646,40.0,High School,Iowa-Grant,Iowa-Grant High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,39,1.0
2018-19,Public school,No,3.0,Richland,2660,60.0,High School,Ithaca,Ithaca High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,34,34,1.0
2018-19,Public school,Yes,2.0,Rock,2695,860.0,Combined Elementary/Secondary School,Janesville,ARISE Virtual Academy,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,26,25,0.9615384615384616
2018-19,Public school,No,2.0,Rock,2695,60.0,High School,Janesville,Craig High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,478,455,0.9518828451882845
2018-19,Public school,No,2.0,Rock,2695,280.0,High School,Janesville,Parker High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,319,299,0.9373040752351097
2018-19,Public school,No,2.0,Jefferson,2702,80.0,High School,Jefferson,Jefferson High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,162,152,0.9382716049382716
2018-19,Public school,No,2.0,Jefferson,2730,40.0,Combined Elementary/Secondary School,Johnson Creek,Johnson Creek Middle and High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,44,0.9777777777777777
2018-19,Public school,No,6.0,Outagamie,2758,40.0,High School,Kaukauna Area,Kaukauna High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,295,280,0.9491525423728814
2018-19,Public school,No,1.0,Kenosha,2793,60.0,High School,Kenosha,Bradford High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,385,312,0.8103896103896104
2018-19,Public school,Yes,1.0,Kenosha,2793,490.0,High School,Kenosha,Harborside Academy,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,101,98,0.9702970297029703
2018-19,Public school,No,1.0,Kenosha,2793,410.0,High School,Kenosha,Indian Trail High School and Academy,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,563,522,0.9271758436944938
2018-19,Public school,No,1.0,Kenosha,2793,480.0,High School,Kenosha,Lakeview Technology Academy,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,101,101,1.0
2018-19,Public school,No,1.0,Kenosha,2793,450.0,High School,Kenosha,Reuther Central High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,137,111,0.8102189781021898
2018-19,Public school,No,1.0,Kenosha,2793,580.0,High School,Kenosha,Tremper High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,433,374,0.8637413394919169
2018-19,Public school,Yes,1.0,Waukesha,1376,470.0,High School,Kettle Moraine,High School of Health Sciences,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,33,1.0
2018-19,Public school,No,1.0,Waukesha,1376,120.0,High School,Kettle Moraine,Kettle Moraine High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,267,257,0.9625468164794008
2018-19,Public school,Yes,1.0,Waukesha,1376,460.0,High School,Kettle Moraine,School for Arts and Performance,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,38,38,1.0
2018-19,Public school,No,6.0,Washington,2800,80.0,High School,Kewaskum,Kewaskum High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,143,132,0.9230769230769231
2018-19,Public school,No,7.0,Kewaunee,2814,100.0,High School,Kewaunee,Kewaunee High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,75,70,0.9333333333333333
2018-19,Public school,No,3.0,Vernon,5960,20.0,High School,Kickapoo Area,Kickapoo High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,48,47,0.9791666666666666
2018-19,Public school,No,7.0,Manitowoc,2828,40.0,High School,Kiel Area,Kiel High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,108,107,0.9907407407407407
2018-19,Public school,No,6.0,Outagamie,2835,80.0,High School,Kimberly Area,Kimberly High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,375,367,0.9786666666666667
2018-19,Public school,No,7.0,Sheboygan,2842,40.0,High School,Kohler,Kohler High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,45,1.0
2018-19,Public school,No,4.0,La Crosse,2849,20.0,High School,La Crosse,Central High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,291,269,0.9243986254295533
2018-19,Public school,Yes,4.0,La Crosse,2849,410.0,High School,La Crosse,LaCrossroads Charter,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,23,0.8518518518518519
2018-19,Public school,No,4.0,La Crosse,2849,220.0,High School,La Crosse,Logan High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,187,173,0.9251336898395722
2018-19,Public school,No,10.0,Rusk,2856,80.0,High School,Ladysmith,Ladysmith High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,68,56,0.8235294117647058
2018-19,Public school,No,2.0,Walworth,2884,20.0,High School,Lake Geneva-Genoa City UHS,Badger High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,358,333,0.9301675977653632
2018-19,Public Schools-Multidistrict Charters,Yes,2.0,Walworth,2884,9401.0,High School,Lake Geneva-Genoa City UHS,Walworth Co Educ Alt High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,30,0.8333333333333334
2018-19,Public school,No,2.0,Jefferson,2898,40.0,High School,Lake Mills Area,Lake Mills High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,105,102,0.9714285714285714
2018-19,Public school,No,9.0,Oneida,3647,20.0,High School,Lakeland UHS,Lakeland High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,187,171,0.9144385026737968
2018-19,Public school,No,3.0,Grant,2912,20.0,High School,Lancaster Community,Lancaster High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,61,55,0.9016393442622951
2018-19,Public school,Yes,6.0,Outagamie,3129,410.0,High School,Little Chute Area,Little Chute Career Pathways Academy,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,34,33,0.9705882352941176
2018-19,Public school,No,6.0,Outagamie,3129,40.0,High School,Little Chute Area,Little Chute High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,73,71,0.9726027397260274
2018-19,Public school,No,5.0,Columbia,3150,80.0,High School,Lodi,Lodi High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,123,117,0.9512195121951219
2018-19,Public school,No,6.0,Dodge,3171,60.0,High School,Lomira,Lomira High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,92,90,0.9782608695652174
2018-19,Public school,No,10.0,Clark,3206,60.0,High School,Loyal,Loyal High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,33,0.8918918918918919
2018-19,Public school,No,11.0,Polk,3213,60.0,High School,Luck,Luck High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,32,0.9142857142857143
2018-19,Public school,No,7.0,Kewaunee,3220,140.0,High School,Luxemburg-Casco,Luxemburg-Casco High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,153,145,0.9477124183006536
2018-19,Public school,No,2.0,Dane,3269,150.0,High School,Madison Metropolitan,East High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,417,346,0.829736211031175
2018-19,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,391,328,0.8388746803069054
2018-19,Public school,No,2.0,Dane,3269,360.0,High School,Madison Metropolitan,Memorial High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,499,443,0.8877755511022044
2018-19,Public school,No,2.0,Dane,3269,840.0,High School,Madison Metropolitan,West High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,569,517,0.9086115992970123
2018-19,Public school,No,6.0,Waupaca,3276,40.0,High School,Manawa,Little Wolf Junior/Senior High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,60,58,0.9666666666666667
2018-19,Public school,No,7.0,Manitowoc,3290,140.0,High School,Manitowoc,Lincoln High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,354,313,0.884180790960452
2018-19,Public school,No,12.0,Douglas,3297,160.0,High School,Maple,Northwestern High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,112,100,0.8928571428571429
2018-19,Public school,No,9.0,Marathon,3304,40.0,High School,Marathon City,Marathon High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,51,0.9272727272727272
2018-19,Public school,No,8.0,Marinette,3311,60.0,High School,Marinette,Marinette High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,176,163,0.9261363636363636
2018-19,Public school,No,8.0,Waupaca,3318,100.0,High School,Marion,Marion High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,30,28,0.9333333333333333
2018-19,Public school,No,6.0,Green Lake,3325,120.0,High School,Markesan,Markesan High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,69,65,0.9420289855072463
2018-19,Public school,No,2.0,Dane,3332,40.0,High School,Marshall,Marshall High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,75,71,0.9466666666666667
2018-19,Public school,No,5.0,Wood,3339,120.0,High School,Marshfield Unified,Marshfield High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,300,277,0.9233333333333333
2018-19,Public school,No,5.0,Juneau,3360,60.0,High School,Mauston,Mauston High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,126,115,0.9126984126984127
2018-19,Public school,No,6.0,Dodge,3367,80.0,High School,Mayville,Mayville High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,99,93,0.9393939393939394
2018-19,Public school,Yes,2.0,Dane,3381,470.0,High School,McFarland,Insight School of Wisconsin High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,115,52,0.45217391304347826
2018-19,Public school,No,2.0,Dane,3381,80.0,High School,McFarland,McFarland High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,164,162,0.9878048780487805
2018-19,Public school,Yes,2.0,Dane,3381,430.0,High School,McFarland,Wisconsin Virtual Academy High (WIVA),2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,277,185,0.6678700361010831
2018-19,Public school,No,10.0,Taylor,3409,220.0,High School,Medford Area Public,Medford High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,172,156,0.9069767441860465
2018-19,Public school,Yes,10.0,Taylor,3409,9100.0,Combined Elementary/Secondary School,Medford Area Public,Rural Virtual Academy,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,32,30,0.9375
2018-19,Public school,No,4.0,Jackson,3428,40.0,High School,Melrose-Mindoro,Melrose-Mindoro Junior/Senior High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,51,0.9622641509433962
2018-19,Public school,No,6.0,Winnebago,3430,100.0,High School,Menasha Joint,Menasha High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,247,237,0.9595141700404858
2018-19,Public school,No,8.0,Menominee,3434,40.0,High School,Menominee Indian,Menominee Indian High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,79,58,0.7341772151898734
2018-19,Public school,No,1.0,Waukesha,3437,110.0,High School,Menomonee Falls,Menomonee Falls High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,347,342,0.9855907780979827
2018-19,Public school,No,11.0,Dunn,3444,180.0,High School,Menomonie Area,Menomonie High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,237,217,0.9156118143459916
2018-19,Public school,No,1.0,Ozaukee,3479,60.0,High School,Mequon-Thiensville,Homestead High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,355,350,0.9859154929577465
2018-19,Public school,Yes,9.0,Lincoln,3500,800.0,Combined Elementary/Secondary School,Merrill Area,Bridges Virtual Academy,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,29,27,0.9310344827586207
2018-19,Public school,No,9.0,Lincoln,3500,140.0,High School,Merrill Area,Merrill High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,210,197,0.9380952380952381
2018-19,Public school,No,2.0,Dane,3549,60.0,High School,Middleton-Cross Plains Area,Middleton High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,537,514,0.957169459962756
2018-19,Public school,No,2.0,Rock,3612,100.0,High School,Milton,Milton High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,278,268,0.9640287769784173
2018-19,Public school,Yes,1.0,Milwaukee,3619,413.0,High School,Milwaukee,Alliance School of Milwaukee,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,50,31,0.62
2018-19,Public school,No,1.0,Milwaukee,3619,1063.0,High School,Milwaukee,ASSATA High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,38,6,0.15789473684210525
2018-19,Public school,No,1.0,Milwaukee,3619,434.0,High School,Milwaukee,Audubon Technology and Communication High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,82,76,0.926829268292683
2018-19,Public school,No,1.0,Milwaukee,3619,432.0,High School,Milwaukee,Banner Preparatory School of Milwaukee,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,14,0.56
2018-19,Public school,No,1.0,Milwaukee,3619,12.0,High School,Milwaukee,Bay View High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,217,153,0.7050691244239631
2018-19,Public school,No,1.0,Milwaukee,3619,14.0,High School,Milwaukee,Bradley Technology High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,240,192,0.8
2018-19,Public school,Yes,1.0,Milwaukee,3619,407.0,High School,Milwaukee,Carmen High School of Science and Technology South Campus,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,79,68,0.8607594936708861
2018-19,Public school,Yes,1.0,Milwaukee,3619,444.0,High School,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,62,46,0.7419354838709677
2018-19,Public school,No,1.0,Milwaukee,3619,410.0,High School,Milwaukee,Grandview High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,110,36,0.32727272727272727
2018-19,Public school,No,1.0,Milwaukee,3619,236.0,High School,Milwaukee,Groppi High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,63,26,0.4126984126984127
2018-19,Public school,No,1.0,Milwaukee,3619,18.0,High School,Milwaukee,Hamilton High,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,432,306,0.7083333333333334
2018-19,Public school,Yes,1.0,Milwaukee,3619,880.0,Combined Elementary/Secondary School,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,68,0.9444444444444444
2018-19,Public school,No,1.0,Milwaukee,3619,409.0,High School,Milwaukee,James Madison Academic Campus,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,233,150,0.6437768240343348
2018-19,Public school,No,1.0,Milwaukee,3619,20.0,High School,Milwaukee,King International,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,338,321,0.9497041420118343
2018-19,Public school,No,1.0,Milwaukee,3619,296.0,Combined Elementary/Secondary School,Milwaukee,Lad Lake Synergy School,2019,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,10,0.35714285714285715
